fixtureid,report,createdby,createdate
1423,<p>The sun finally broke through and our combined cup and league fixture was about to commence with Oliver at the helm who chose to bat first on the Beaconsfield astro strip which is well known for its bounce. Archie and Sebastian opened up and managed to take four quick runs off good staright bowling## we then lost three wickets from the next twelve balls with a bowled##catch and a run out and we were into a strange area of negative runs## not somewhere the boys visit very often## Archie found the boundary and Seb was cut off twice at the boundary but managed to run two's##but nine from their last over pushed us back to par.</p> <p>Next in Oliver and Tim who should start pushing us northbound## another run out and dot balls and then finally a boundary## another difficult over and Tim has his off stump nicked by the round red thing## into over three and we are back under the 200 mark and the boys are starting to read the ball better and with eight from over seven and ten from their last over they leave the square with us on 216.</p> <p>Finn and Will take their positions and and taking their time they dont lose a wicket and take sensible singles and then they both find the boundary. Putting the ship back on course we move forward to 234 from twelve overs and the Beaconsfield bowling doesn't seem to be letting up with excellent fielding from their boys.</p> <p>Kuran and Toby take to the square and a direct hit from a fielder caught Kuran short on what looked like an easy single ## but the boys kept their heads up and shoulders back and Toby played straight and was rewarded with four singles and a two## Kuran found the boundary and the pair took the score up to 252## starting to be defendable.</p> <p>Thomas and Max took their places and Thomas played carefully and then struck out with a six a followed by a four## Thomas sadly lost his off stump fom a decent inswinger and Max finished off the proceedings with a four## the boys pushing us on to 269 for 8.</p> <p>I could sense that our side were gelling even better than last year and this was about to be witnessed by the spectators.</p> <p>Oliver opened the bowling five dots and a single with swinging quick good length balls## Kuran took the second over and was delivering at a very awkward height and at quite a speed and was rewarded by a great catch by Thomes. Oliver's second over changed the shape of the match with him only going for one run and the loss of three wickets## the first an amazing pick up by Finn &nbsp;at deep in the Gulley with a direct hit at the stumps## this was followed by Oliver smashing th stumps and another run out by Max. Beaconsfield were iin all sorts of trouble on 185 after three overs## Will Nettlefield was played well off the batsmans legs and then the boy was caught## the wickets just kept coming## Thomas came on and dot balls a two and a nick off the legs in the air and Max caught around the leg side with two other fielders homing in should he have not been in position.</p> <p>Archie rewarded second ball by a catch by Sebastian## BEaconsfields strong batsmen find the boundary a couple of times and Thomas and Will go for a few extras. Some amazing fielding by Tim stopping boundaries and Sebastian was a fraction of a second from making the most amazing diving catch.</p> <p>Totally committed in the field and under the constand direction of Oliver ## with all of the boys making sure there were no gaps in the field.</p> <p>Tim was rewarded first ball with a fine edge straight into Max's gloves and Finn rewarded with a straight bowled from his first over. Beaconsfield are on 210 from 12 overs and Olivers side are clearly in total control. Toby's fiorst over is a wicket maiden followed by another wicket for Sebastianand Beaconsfield are going backwards being on 199 after 14 overs## Toby's next over he gives only two runs away and Sebastin bowls a maiden## they are on 201 from 16. Archie switched ends for his second over and wasnt finding the lift he had from the other end but he tried to adjust## Kuran then bowled four dots a single and hit the stumps and Oliver hit middle stump two balls on the trot furtehr adding to Beaconsfields problems. Kuran finished off the proceedings with them only reaching 207 for 14 from their 20 overs.</p> <p>Well done to all of the boys## through to the next round of the cup and back up the league table.</p> <p>Thanks again to the parents for all of the support .</p> <p>&nbsp;</p> <p>Steve</p> <p>&nbsp;</p>,,2015-06-15
1343,<p>Sunshine and a lovely grass strip## Beaconsfield chose to Bat and Toby opened up the bowling ## followed by James## and straight away we could see that Extras were going to be the star of the show with Beaconsfield not doing too much with the ball## a tidy over from Edward Batchelor gave Ballinger a small piece of relief and whilst our bowling was very respectable we were not being blessed with too many wicket opportunities despite quite a few edges. Beaconsfield continued to tick along adding four or five an over then the second breakthrough for Noah in over 10 from a catch at square leg taken by Harvey## with the hosts on 246## then a wicket for Harvey and an unplayable ball from Edward best claimed a wicket## finally pressure being applied and a slow down on the run rate## moving into over 14 and they are on 249 for 5 . Wides from a few of the boys and not the sharpest fielding was punished by the Beaconsfield batsmen who remained alert with clear calling and with no other wickets until overs 19 and 20 for Toby and Edward## a superb pick up by Noah in the field ## speedily dispatched to Edward Batchelor gave us a well deserved run out## however Beaconsfield by now had pushed their total up to 297## a big score on this wicket with such large boundaries## again extras had been the star of the show.</p> <p>Toby put in Edward Batchelor and Noah## who unphased by the Beaconsfield openers played with the upmost confidence and scored eleven from their first over## nine from the second##ten from the third and seven from their last one## we were well ahead of the game on 237 when the pair left the square. All that was needed was patience and no risk taking.</p> <p>Jack and Victor were faced with tight bowling and excellent fielding which resulted in two well administered run outs## so they were taking the runs off as quickly as they were adding them and the side remained on 237 after eight overs## a target still achievable. Harvey and Daniel were again pinned down by straight careful bowling and sadly played around a couple of inswingers and they left the square on 219.</p> <p>James and Edward Best took up their position and James played a text book cover drive for 4 &nbsp;and also found gaps for singles and two's but luck was not with them and a run out and a couple of catches undid their hard work## pushing the total to 222 from 16.</p> <p>Unphased as all Ballinger players Toby and Freddie walked out and asked me how many runs they needed from each ball 3.16 to be precise to win and proceeded to try and achieve it. Sadly Beaconsfield had work out their plan and set a defensive field. As happens when just in and trying to send the ball skywards one can miss time it## notwithstanding that the boys facing a great left arm slow medium found the bondary and lots of other runs## putting on 39 but sadly losing 36 with the loss of 6 wickets leaving the side on 225 from 20 overs.</p> <p>The match was played with good spirit and whilst the end result is not very flattering i can say with some experience that in a rematch it could go the other way. Hopefully the end of season play off with give the boys the opportunity to demonstrate my opinion.</p> <p>Great moments form all of the boys and a huge thankyou to the huge support from all of the parents.</p> <p>&nbsp;</p> <p>Steve</p> <p>&nbsp;</p> <p>&nbsp;</p>,,2015-06-16
1365,"<p>As Esther Williams sang ""What a difference a day makes"" [yes i did google it] seems an apt song for yesterday## completely different body language and heads held high [except when batting].</p> <p>Will Nettlefield in his first role as skipper and a side of two U11 and eight U10.</p> <p>Jacob the Gt Kingshill captain [who sadly was very badly hurt last year in this fixture] chose to field.</p> <p>First ball first over and the bails fly off. oops## but that was really the only nervous ball out of the 120 that were presented.</p> <p>Will and Edward Batchelor settled in and pushed the score to 211 from their spell with Great K bowling a decent line and length. Noah and Daniel came in and a young bowler called Tahil delivered a maiden with very difficult lenght balls which Noah defended like a master## Daniel and Noah then picked up their pace and took tidy singles and both located the boundary## all going to plan and then a close run out## but we were still moving on up and the pair returned to the pavillion on 221.</p> <p>Edward O'D and Edward Best further put on the pressure with good running between the wickets with Edward O going at quite a pace between the stumps## Edward B played particularly well off his legs finding some nice gaps in a well place field. The boys pushed the score up to 245 and James B and Max FE came in ## Max defending the straight difficult balls and punishing the less accurate ones## again with great running## calling and backing up. James B hit three fours ## one being a text book effortless cover drive## without a loss of a wicket they pushed the side up to 273 from 16 overs.</p> <p>Jack and Toby faced the opening bowlers for their spell and as quick as they were putting the runs on they were having them taken away## none the less Jack found the distant boundary and took lots of singles with Toby who played with a nice straight bat## holding the score the boys finished on 271 for 7 from the 20 overs## a very defendable total on this wicket.</p> <p>Teas and biscuits provided very kindly by the mums and after Edward O'Doherty ate his own body weight in custard creams we proceeded back out into the field.</p> <p>The boys knew what to do and Will set about sticking to his plan## a blistering run out second ball from a great pick up dispatched to Jack at the stumps from Toby's second delivery applied immediate pressure. Tidy bowling was to follow from Edward O' and Will then Edward Batchelor struct the stumps and Gt Kingshill were on 205 from 4 overs. Daniel bowled straight and accurate ## Noah hit the stumps from his fourth ball following two dots## Edward Best went for a single and then Toby fired a pick up to Jack and another run out from Toby's second over. Max FE sent down five dot balls and then a no ball and Kingshill are on 205 from 8 overs## their mountain was getting higher.</p> <p>A Maiden from James Best added to their woes along with few runs being given from the boys second overs## but no further wickets were to fall between over number seven and the 18th over## however strong fielding and superb keeping kept the score well away from our total. A delightful Caught and Bowled for Daniel## a straight bowled for Will## closely followed by another chance for Will## sadly he had to dance around the batsman and didnt quite hold on to the catch and in the last over from Edward Batchelor a great caught behind from a find edge by Jack.</p> <p>Great Kinghshill managed to get to 238 for 7 from their 20 overs and with a fairly matched side we held them back with sensible batting## strong accurate bowling and committed fielding.</p> <p>Well done to Will and the boys and a thank you to the Great Kingshill coach Chris who was full of encouragement to his boys.</p> <p>&nbsp;</p> <p>Steve</p> <p>&nbsp;</p> <p>&nbsp;</p>",,2015-06-17
1432,<p>A sunny evening at a beautiful ground saw Ballinger play a rearranged home match away at Amersham. James Batchelor won the toss and decided to field. All the bowlers bowled well but the highlight was our aggresive throwing which netted 6 run outs. Max hayes was on form behind the stumps claiming his usual stumping. Our catching could have been sharper but its something to work on. I cant really single out any star performers with the ball because all the lads bowled well and restricted Amersham to 236 for the loss of 10 wickets.</p> <p>After a drink of squash please note no cakes (so far we are winning the league on teas and cakes) Ballinger opened the batting with James West and Joe Yalden providing a steady start with no major problems. Enter the two big hitters in James Batchelor and Josh Mandeville who put an impressive 48 run partnership with James hitting a powerful flat six off his last ball.&nbsp;This allowed the next partnership of Charlie and Max to just punish the bad ball##Harbin and Kinura followed suit with Harbin after an early scare soon finding his form with some impressive boundaries. Finally Josh Field and Noah facing Amersham best bowlers played with great maturity seeing Ballinger home in comfort.</p> <p>A very enjoyable match to umpire well done to all players.</p> <p>&nbsp;</p>,,2015-06-19
1432,<p>A sunny evening at a beautiful ground saw Ballinger play a rearranged home match away at Amersham. James Batchelor won the toss and decided to field. All the bowlers bowled well but the highlight was our aggresive throwing which netted 6 run outs. Max hayes was on form behind the stumps claiming his usual stumping. Our catching could have been sharper but its something to work on. I cant really single out any star performers with the ball because all the lads bowled well and restricted Amersham to 236 for the loss of 10 wickets.</p> <p>After a drink of squash please note no cakes (so far we are winning the league on teas and cakes) Ballinger opened the batting with James West and Joe Yalden providing a steady start with no major problems. Enter the two big hitters in James Batchelor and Josh Mandeville who put an impressive 48 run partnership with James hitting a powerful flat six off his last ball.&nbsp;This allowed the next partnership of Charlie and Max to just punish the bad ball##Harbin and Kinura followed suit with Harbin after an early scare soon finding his form with some impressive boundaries. Finally Josh Field and Noah facing Amersham best bowlers played with great maturity seeing Ballinger home in comfort.</p> <p>A very enjoyable match to umpire well done to all players.</p> <p>&nbsp;</p>,,2015-06-19
1328,<p>A good toss to win on a drying wicket so Ballinger were in trouble from the start## which was compounded when Big Ben was caught at slip in the first over. Little Ben repeated the shot two balls later## the ball just failing to carry##but then settled down with Andy to build a platform . Ben fell with the score on 41 but Matt then joined Andy and the pair were still together at drinks with the score on 85## and a target of 200 seemed achievable - a decent score given the conditions. However wickets began to fall at regular intervals after the break curtailing attempts to increase the run rate. Andy stayed defiant at one end until the burden of batting with his old man became too much to bear and he departed for a well crafted 61. Useful runs were added at the end along with a useful 10 wides in the final over which gained Ballinger maximum batting points## but left us shy of what was likely to be required.</p> <p>The rain at tea time 'freshened up' the wicket and breathed hope into the Ballinger fielders. An early breakthrough from Matt## when Miles held on to a trcky catch at mid off## meant a decent start and after three maiden overs## he had 0-1. However runs continued to flow too freely at the other end and Phoenix were managing 5 an over by the time Little Ben claimed their second wicket at 71. The third wicket stand## which saw both batsmen reach 50## was finally brought to and end when after some great work by Matt ## the Dude completed a run out. �By now Phoenix had reached 138 and had ample number of overs left to complete the formalities. However Ballinger would not go down without a fight and wickets from the skipper## two from new boy Simon and two more from Matt made Phoenix battle all the way. Matt's 3 for 30 off 9 �overs and Simon's 2 for 12 off 5 overs were particularly noteworthy and had the skipper realised the talent he had at his disposal a little earlier## or one or two difficult chances not been spilled## we might not have gone down to a narrow defeat.</p> <p>Thanks to Jan & Nigel for �an excellent tea & scoring respectively (the right way round methinks) and Miles for umpiring once again. Despite the defeat it was good to get a game in after last week's disappointing wash out. A trip to Aylesbury awaits us next week.</p> <p>�</p>,,2015-06-20
1290,<p>Waddesdon decided to bat first in a game that was always going to be affected by rain. Indeed## the drizzle started soon after the start## and continued on and off## with increasing intensity## but play was only interrupted by one short break## in the eleventh over. The bowlers had to contend with a ball that grew ever heavier and soggier## so it was to their great credit that by the nineteenth over they had reduced Waddesdon to a shaky looking 66 for 6. In the absence of Nick Adams## who had failed to read the clear email instructions of the Team Secretary (and indeed possibly due to the lamentable lack of a fixture card this season?) and had gone to Ballinger## the opening over was bowled by Joe Hankinson## who struggled to find line and length bowling downhill. Nick arrived## grumpy even by his standards## in time to bowl the second over## and cheered up when it proved to be a maiden. Happier still when this second was a wicket maiden## courtesy of a blinding slip catch by Matt Riley.&nbsp;Grumpy again though when he was told he had to re-park his car## blocking someone in...</p> <p>Meanwhile Evan Webster had replaced Joe## and was soon bowling exceptionally well## and also pulled off a fine catch## giving Nick his second victim. Evan's 7 over spell of 4 for 20## two of them clean bowled## was most impressive. Unfortunately for Ballinger## their serene progress was badly held up when Waddesdon's No 7 Chaudry and 8 Irwin decided it was time to start batting sensibly## and put on 72 for the seventh wicket . The fielders did not help themselves by dropping several chances## although given the conditions perhaps that was unsurprising. Eventually## skipper Maciver could stand it no more## and brought himself on to wrap up the innings with 4 for 12 in 3.2 overs## by which time the scoreboard read 165 all out## in the 39th over.</p> <p>No sooner had the players reached the pavilion than the heavens opened## the thunder rolled## and half an hour later the pitch looked like a lake.&nbsp;Which was a shame## since the Waddesdon total looked in reach##&nbsp;given the strength of the Ballinger batting line-up. But we thought that last week too!!&nbsp;</p>,,2015-06-21
1351,<p>Home against an unbeaten Marlow## and Marlow lost the toss and our skipper Toby chose to put Marlow in to bat## with our regular keepers unavailable Toby threw on the gloves and set to field.&nbsp;</p> <p>Toby was ultra organised and was in control of the team from the start and with Edward O and James Bathcelor opening nothing was being given away and Marlow were on 210 after 4 overs but hadnt lost a wicket## giles and Teague both changed this with Teague finding middle stump and then James Garner recovering the ball at gulley and sending an accurate throw to Toby leading to a great run out. Marlow are now 216 from 8 overs with the loss of two wickets.</p> <p>Wicket maidens for Finlay and James G started to put the Marlow boys under immense pressure along with a maiden from Noah## this included a great run out facilitated by Tom##Marlow were now down to 208 for 4 from 12 overs.</p> <p>Another maiden for Noah and Tom and Finlay both bowling five dots and a wide each and then Guy Jarvis in his first match bowled a wicket maiden## so Marlow remained on 208 for 5 from 16 overs.</p> <p>Tom's second over came with two wickets ## both hitting off stump## Guy then bowled five dots and a single and Edward O and Noah finished the session off with continued pressure and Marlow finished on 207 for 7 from 20 overs.</p> <p>Following the consumption of vast quantities of squash and biscuits and flapjacks the side were briefed and we opened with James G and Guy## James found the boundary and the boys didnt lose their wickets and pushed us up to 219## already 12 ahead of our target## but this is barrington rules so anything can happen.</p> <p>Tigue and Tom faced some accurate bowling which was hard to get away and managed to defend it well and then two catches a run out and a stright bowled and we were back to 201 ## Tom and Tigue had managed some swift singles during their spell. Marlow's confidence now boosted they felt a victory was now possible.</p> <p>Giles and Finlay defended well and managed to hold our position which is what had been asked of them## we were now on 200 for 6 from 12 overs.</p> <p>Toby and James Batchelor took to the square and Toby found the boundary and James played three wonderful drives which all went for four## the boys didnt lose their wickets during their spell and pushed the up to 235 from 16 overs.</p> <p>Edward O and Noah took to the square and both found the boundary and added a further 29 rund from overs 17/18/19 ## Marlows quality leg spinner came on for the last over and tempted Edward with a great ball that found his off stump## never detered the boys run four more singles and finish the innings on 262 for 7 from 20</p> <p>A very convincing win against an unbeaten side## great fielding## very few extras and sensible play from all of the boys.&nbsp;</p> <p>Well done to the skipper for making my role easy## congratulations again to Guy on his debut and wicket maiden.</p> <p>Thanks again to Louise and Mark for arranging the teas and for ensuring the clubhouse was shipshape when we left.</p> <p>&nbsp;</p> <p>Steve</p> <p>&nbsp;</p> <p>&nbsp;</p>,,2015-06-22
1435,<p>Having lost the toss on another sunny Ballinger evening## the skipper tossed the ball to Fin who promptly demolished the stumps twice in the first over. When sub fielder Hamish caught the other opener in front of the pavilion off Matt## Bourne End were reduced to 6 for 3 off the first 2 overs ! The rebuilding of the innings was further set back when their skipper collapsed in a heap as his knee gave way - a feat that he was to repeat several times during his three trips to the crease. By the time Will Reid and Freddie Thompson were asked to bowl## the opposition were trying hard to post a defendable score but by the time these two had finished their innings was in tatters - All Out for 110 in 17 overs.</p> <p>Stu &amp; Monty opened the innings and by just rotating the strike and picking off the bad balls##the score rattled along at a run a ball## and they always looked comfortable. Monty edged one on to his pads and the umpire's finger was up before the fielders could appeal. Debate raged as to whether the noise was louder or quieter than than the edged catch to Steve in their innings given as a wide !</p> <p>It mattered not## as Andy joined Stu and the runs were knocked off with nearly five overs to spare. Thanks to Richard for umpiring (he wasn't the deaf one !) and for the good support on the night. Well skippered Stu and another really impressive team performance. The SemiFinal awaits on July 7th.</p>,,2015-06-25
1367,<p>Sunshine at our beautiful ground and our league fixture against an unbeaten Gerrards X## with Oliver away Sebastian took the helm and we were put in to bat.</p> <p>Opening with Raphi and Edward Batchelor we thought we would get off to a flying start## but GX opened up with two excellent bowlers who gave literally nothing away## the boys pushed us forward to 214 from their four overs with Edward finding the boundary## not a bad start then Finn and Casper took to the square## again super bowling from GX but Finn managed three 4's in one over and Casper backed up superbly and scored a two and a single from the few balls he faced## 233 from 8 overs and we are looking in pretty good shape.</p> <p>Tim and Seb came in and scored runs from every ball bar three in their spell and in the very warm conditions welcomed the water break when GX changed their keeper over## taking every opportunity in a very calculated way they put GX under immense pressure and without losing a wicket drove the score up to 278 from 12 overs## all we needed to do now was protect our wickets and play the bad balls.</p> <p>Thomas and Kuran faced some more accurate bowling but with the loss of three wickets left the square with us back two runs on 276.Archie and MAx strolled in and managed to score from every ball bar two## which sadly were wickets## none the less Archie kept the ball low for three great fours and Max with luck on his side was dropped from a leg side glance## but he too found the boundary. The pair pushed us up to 303 for 7 from 20 overs.</p> <p>Refreshments and cakes very kindly provided by Edward's mum Caroline and with a very respectable score one would have thought the rest would be a stroll in the park## however this was a very different side to the GX from last year.</p> <p>Opening with Finn and Edward GX attacked from the very start with their U10 player finding the boundary with ease## a breakthrough catch from Finn's second over eased the pressure## but GX were on 234 from 4 overs## the match was far from over.</p> <p>Charlie Berens came on to replace Finn who had to head home and Raphi and Thomas came in for their spell## GX happily taking singles and the Raphi takes off stump for his first wicket and then two consecutive run outs for Thomas ## one of which he dealt the fatal stumping## some dot balls and then Thomas bowls the batsman from a slower yorker## GX pushed back to 232 from 8 overs.</p> <p>Tight bowling and a catch from Caspers first over followed by Casper hitting the stumps and a wicket also for Tim and GX are only on 238 from 12 overs. Seb and Kuran begin their spell and Seb gives very little away## and first ball of his second over is nicked by the batsman into the hand of Charlie who is fielding at fly slip## Seb then hits the stumps followed by a shorter ball from Kuran which is caught by Archie at mid off.GX are on 244 from 16 overs## so a difficult game for them to win ## but the last pair didnt give up and we were punished by three no ball 4's ## but Archie hit the stumps and then two catches ## another for Archie at mid off and one for Max behind the stumps.&nbsp;</p> <p>GX managed to push up to 260 and whilst a convincing win it was the toughest opposition so far this year and should we have been sharper in the field we could have held them back a further 30 runs or so.</p> <p>Big thank you again to Caroline for the match teas and looking after the clubhouse and also to the parents and boys for helping me tidy up afterwards## again i apologise for the late finish.</p> <p>&nbsp;</p> <p>kindest</p> <p>&nbsp;</p> <p>Steve</p> <p>&nbsp;</p> <p>&nbsp;</p>,,2015-06-26
1394,"<p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">It seems customary to start with a comment on the weather so here goes:&nbsp; Not great.</span></p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">Winchmore Hill won the toss and elected to put Ballinger into bat.&nbsp; </span></p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">Our opening pair Jack and Rory started with real purpose## Jack hitting a 4 off his first strike.&nbsp; The duo continued in this fashion## Jack retiring on 32 having also achieved the game&rsquo;s only six.&nbsp; Harry joined Rory until Rory was bowled out## just four short of the magic 30.&nbsp; Harry retired on 32 finishing on a well-placed four through midwicket. Henry was next in and saw out the innings## partnering with Ben and Harvey## eventually concluding with Jake.</span></p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">Ballinger 155 for 5 off 20 overs</span></p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">Winchmore Hill&rsquo;s opening batsmen were clapped on and rose to the daunting task of facing Harry## who was taking the first over. Henry (WK) set himself almost at long stop and waited for Harry to fire his first six balls down the crease.&nbsp; The game was underway with a maiden over. </span></p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">Rory and Harry kept constant pressure on the batsmen keeping the run rate down.&nbsp; The first wicket came in the fifth ball of the fifth over## Harry dismissing the batsman for 1 run.</span></p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">Jack and Jake were the next bowling partnership; &nbsp;Good communication and excellent fielding from their team mates again kept pressure on the batsman.&nbsp; &nbsp;Jack provided both a catch and wicket in the seventh and ninth overs respectively.</span></p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">As the team gained momentum## confidence grew and the gathered (and by now## freezing)## parents&nbsp;&nbsp; were witness to a solid and cohesive team performance.</span></p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">Harvey and Ben took a wicket each and a maiden by John in the closing stages of the game galvanised Winchmore Hill into what would become the last stand of the innings:&nbsp; Jamie stepped to the crease## &nbsp;and with six law-of- physics-defying bowls## two wickets fell.&nbsp; I&rsquo;m unsure who was more surprised## the batsmen who were defeated by the angles achieved after the pitch## Jamie who seemed to serve up a plethora of unreadable balls## myself## ideally positioned behind the stumps to witness the spectacle## or his team mates who shared in Jamie&rsquo;s elation.</span></p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">What a way to finish the Ballinger innings and the game.</span></p> <p>&nbsp;</p> <p class=""MsoNormal""><span style=""font-size: 8.0pt; line-height: 115%; font-family: &quot;Arial&quot;##&quot;sans-serif&quot;;"">Ballinger 155 for 5 off 20 overs Winchmore Hill 73 for 7 off 20 overs</span></p>",,2015-06-27
1329,<p>Although it was another lost toss -its just an urban myth that the skipper hasn't won one all season. Nonetheless we were inserted & had to make the best of it. Although it was a young side it contained a decent line up of BWCC's finest and more experienced junior cricketers most of them with at least 3 campaigns behind them. Marcus & Big Ben led the way against a tight Aylesbury opening attack and a side that had won its last three matches. The pair took the score along to 39 in the 12th over before Ben took a chance too many. Tom then joined Marcus and the run rate began to tick up but Marcus##who had rotated the strike superbly## walked down the wicket and was stumped. It was a feature of our innings that it took a while for most batsmen to find their feet but all eventually got in and started to score well## only to perish soon after. Tom was run out after a mix up with Ben## new boy Kamal looked set and was beginning to really hit his straps when he perished and the same was true of Duggers (Little Ben to regular readers) and Miles. However the score kept rolling along and the skipper pushed things along at the end with help from Matt �and a score of 193 for 9 would have been worth at least 225 back at Ballinger such was the size and length of grass of the outfield.</p> <p>The new ball was entrusted to Matt & Duggers and both found a good line and length right from the start. Whilst Ben strangled the batting from one end## Matt was removing them at the other - as Tom & Big ben shared four catches off his bowling - his venomous short ball accounting for two of them! When Duggers held on to a fiercely hit cover drive## Matt had his fivefor. Tom then clean bowled their sixth wicket with the score on 71 and the game seemed close to a conclusion but there were still 24 overs left and with our opening bowlers taking a well earned break## Aylesbury's 7th wicket pair began to rebuild. No further inroads were made as the score began to climb and they remained in touch with a run a ball needed. Those present then witnessed a spectacular catch from Tom at cow corner## who having initially misjudged the flight of the ball turned his back and began to run back towards the boundary. He then caught the ball ## arm outstrectched above his head## one handed in the back of his hand whilst running away ! An incredulous batsman ( and 2 umpires and 10 other fielders ) watched in amazement - but the dangerous Ferguson was on his way back to the hutch. Matt & Ben were then recalled and wrapped up the rest of the Aylesbury innings without too much resistance.</p> <p>A really satisfying team performance after a winless month## with most getting some runs and time in the middle## eight catches## another good spell behind the stumps from The Dude##a top notch fielding display & all topped off with Matt's 7 for 55. Once again thanks to Miles for umpiring. Lacey Green next up## and Captain Kerry will be looking for a similar effort from his legion.</p>,,2015-06-27
1291,<p>Visitors Aylesbury Town were doubtless overjoyed to win the toss on a sunny afternoon and a pitch that looked a batsman's paradise. But they were one down with only 6 on the board when Nick Adams saw Will Smith## keeping wicket ##take a good catch in his second over. Alas## that was soon forgotten## as the batsmen almost immediately started thrashing the bowling to all points. Acting skipper Andy Thompson tried to stem the flow with frequent bowling changes## but to little avail. Evan Webster## having seen his first delivery despatched for six did well to clean bowl Aylesbury's other opener for 26 in the same over## but by this time they had 102 on the board## with only 16 overs gone. Quick running## taking singles where there should not have been any## plus a badly dropped catch all added up to an increasingly bad day for Ballinger##&nbsp;but just when&nbsp;a total not far short of 300 looked on the cards## Carlton Siddle had the rampant S Ashraf caught for 89## and suddenly the game changed as he and Ian Davies started to get a firm grip on the scoring rate## catches were held and wickets started to fall. Will caught the eye with a couple of smart stumpings## and Aylesbury were now struggling to post a competitive total. Both Ian and Carlton ended up with four well-earned wickets apiece## as the innings closed on 206## with five overs going begging.</p> <p>Even with a much changed side## this target## on such a good wicket## should have been well within Ballinger's range. Yet within three overs they had lost two key batsmen. Danny Draper fell LBW to only his second ball## and Stuart Clark## after a sumptuous cover boundary followed by a towering 6## was well caught - an all too brief cameo. This poor start was rapidly put right as Will Smith and Joe Hankinson started to tear into the opening bowlers## but Will's stay was all too brief when he was caught in the slips for a rapid 18. Joe was now joined by Andy Thompson## and the scoring rate dipped considerably with the arrival of first change bowler&nbsp;W Mohammed##who had Andy fighting to connect with his away swingers. But it was Joe who was to be his first victim## clean bowled off&nbsp;by a superb delivery## having posted a most impressive and hard hitting 46. Jono Lacey had no answer to the same bowler## and it was now Ian Davies who joined his skipper in what was starting to look a difficult bid to win. Andy## after his early struggles## was just starting to score more freely when he was caught for 21. 117 for 6## but still 15 overs left## and our hopes lay with Ian## batting freely but circumspectly and Carlton. Together they took the total to 146## when Carlton edged to the keeper. Ian departed nine runs later for a patient 22## whereupon the innings rapidly disintegrated## 159 all out.</p> <p>Thanks are due to Jamie Kellock who stood in as umpire most efficiently## and to Nick Adams whose provision of a much appreciated tea took him a lot longer than his stay at the wicket! By and large## the bowlers came out of this match far better than the batsmen. There thoughts in the pub afterwards that perhaps we should ask Jamie to stop preparing batsmen- friendly strips and start helping the bowlers!</p>,,2015-06-28
1368,"<p> <p class=""MsoPlainText"">It was pouring with rain at 5 but that moved off by six so we managed to play this top of table clash. Ollie was stuck in traffic so we were lucky to have Matthew keen to play instead and Charlie to be sub fielder for the opponents. Freddie won the toss and chose to bat.</p> <p class=""MsoPlainText"">Ed Batchelor and Leo opened but got off to an unlucky start as Ed was runout by a direct hit on the second ball. They recovered well and took the score to 211.<span style=""mso-spacerun: yes;"">&nbsp;&nbsp; </span>Louis and Will came in next and showed some solid defence against some accurate bowling taking us to 224. The middle order of Toby and Harvey and then Josh and Mathhew all tried to get the score board moving but kept losing wickets at regular intervals## mostly bowled or run out.<span style=""mso-spacerun: yes;"">&nbsp; </span>Freddie and Ed O'D were the last pair and played very positively towards the end. This included a fantastic pull for six into car park by Freddie followed by a four off a no ball. But he and Ed<span style=""mso-spacerun: yes;"">&nbsp; </span>O'd both got carried away losing three wickets. We finished on 258 but it was disappointing we had lost 11 wickets.&nbsp;</p> <p class=""MsoPlainText"">Tea was provided by Jess which was much appreciated by everyone. Thanks</p> <p class=""MsoPlainText"">It was always gping to be a hard score to defend. We started really well with the two Eds bowling fast and accurate. They each took a wicket and pegged back Wendover's openers to 200. Wendover's second pair got the scoreboard moving and they slowly pulled ahead from then on. Our boys bowled fair enough without taking wickets. Edward B pick of bowlers and I was pleased how accurately Toby## Josh and Leo bowled. Wendover's fourth pair took them ahead and they finished on 295.</p> <p class=""MsoPlainText"">&nbsp;</p> </p>",,2015-06-29
